Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Taxonomic lineage IDs (GENUS)	Taxonomic lineage IDs (SPECIES)	KEGG	KO	EC number	COG ID	MP1	MP2	MP3	MP4
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2426		3.4.24.-	COG3291				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2945		2.7.1.82	COG0510				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0530	K14654		COG1985				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0084	K01153	3.1.21.3	COG0610				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0552		2.4.1.25	COG1640				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3558							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0225							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0176							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K07079,K07079	1.1.1.274	COG1453				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2440							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0104		2.7.1.48	COG0630				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0518		4.2.1.1	COG0659				
Methanothrix	Methanothrix thermoacetophila	2222.0	2224.0	mtp:Mthe_1690							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3376	K07464	3.1.12.1	COG1468				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3377	K09951	3.1.-.-	COG1343				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3379	K07012		COG1203				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3380							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3386							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2977	K15527	2.5.1.76	COG0498				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.11.-	COG0589				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1191			COG5421				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0054							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0047							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1511	K10742	3.6.4.-	COG1112				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2599	K21640		COG1693				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1481		2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0826			COG1831				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2817	K07003		COG1033				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2816	K01186,K01406,K01186		COG1361				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3138	K21306	2.4.99.21	COG1287				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2437	K02493	2.1.1.72	COG1743				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0796							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0359,mcj:MCON_2627,mcj:MCON_3327,mcj:MCON_3394	K07493	2.7.7.18	COG3328				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1008	K07493						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0324	K09122		COG1656				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0888							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1833	K00754,K00754,K00754,K00703,K00705,K00754,K00754,K08239,K00754,K00754,K03429,K00754,K00754,K08256,K00754,K08256,K00754,K00705,K00754,K02840,K00754,K00754	2.4.1.-	COG0438				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2854	K00973	2.7.7.7	COG1208				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0193							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.5.1.28	COG1305				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2466							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2877							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1742	K14087	1.6.5.3	COG0650				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0865,mcj:MCON_0874							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K02008	3.6.3.-	COG0619				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2547		6.3.4.22	COG1571				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2163			COG3385				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1798							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0044,mcj:MCON_0657,mcj:MCON_0991,mcj:MCON_1396,mcj:MCON_1657,mcj:MCON_2209,mcj:MCON_2956			COG3385				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1791	K01695	4.2.1.20	COG0159				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1460	K00754,K00754,K00754,K00754,K00754,K07011,K00754,K00754,K07011,K00710,K07011,K07011,K07011	1.2.4.1	COG1216				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1458							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0282	K02230	6.6.1.2	COG1429				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0607	K02588	1.18.6.1	COG1348				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0494		3.6.1.7					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2754							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1659							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1868							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0629	K00986,K00986,K00986,K00986,K00986,K00986,K00986,K00986,K00986,K00986,K00986,K00986,K00986,K00986	2.7.7.49	COG2801				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1379	K19046						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1363							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1374	K09951						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0252	K01423,K01423,K01055	3.6.1.-	COG0596				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0239	K00203	1.2.99.5	COG1153				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0243	K03154	6.1.1.3	COG2104				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0241	K00200	1.2.99.5	COG1229				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0079	K01154	3.1.21.3	COG0732				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1351	K01529,K01529,K01529,K01529	3.6.4.12	COG2865				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2413		3.4.24.-	COG3063				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2432							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			4.1.99.12					
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0014	K00299	1.18.1.1	COG0655				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG1911				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0233							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1432							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1151	K07558	2.7.7.72	COG1746				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1199		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1200	K22010	2.7.13.3	COG0784				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0032	K03799	3.4.24.-	COG0501				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0034	K07090		COG0730				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0551		5.6.2.4	COG1074				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2454		3.4.21.-	COG3420				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0811		2.3.1.51	COG2814				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1966		2.7.13.3	COG2204				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2156		6.1.1.27	COG0731				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3264							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0001	K01342,K08652,K01342,K01342	3.4.21.-	COG1404				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K09516,K09516,K09516,K09516,K09516	1.2.7.-	COG1233				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix thermoacetophila	2222.0	2224.0	mtp:Mthe_1602							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0909		3.1.2.6	COG0491				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01186,K01376,K01729	3.4.21.-	COG3420				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2832	K10026	4.3.99.3	COG0602				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2163		1.2.7.4	COG1149				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2202	K03517	2.5.1.72	COG0379				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0248		1.1.1.23	COG0614				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0249		6.6.1.2	COG5643				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1823	K07027	2.3.2.3	COG0392				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0569	K01807	5.3.1.6	COG0120				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0191							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2561	K01698	4.2.1.24	COG0113				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0688	K00193	2.3.1.169					
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.1.108	COG0170				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2552			COG2340				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1210		2.7.7.85	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0495		4.6.1.1	COG0840				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0494		2.7.13.3	COG0643				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1749							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2004							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0101							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2523	K17884	2.7.8.5	COG0558				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2466		3.6.4.12	COG1204				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0002		2.7.7.18	COG3328				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2669		4.6.1.1	COG0840				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0882	K14392		COG4145				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3551							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3552							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3553							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3554							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3555							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3559	K00789	2.4.2.28	COG1846				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3556							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3557	K01361,K02109,K10352,K10352	3.6.4.1	COG1196				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2896	K02996	1.14.13.70	COG0103				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2874	K07025	3.8.1.2	COG1011				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2875		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0768	K07003		COG1033				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2860							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0246	K02013	3.6.3.34	COG1120				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0247	K02015	3.6.3.34	COG0609				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0646							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1944	K08651	3.4.21.-	COG1404				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1028							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0434			COG1591				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1780	K01417,K01802,K00870,K00754,K01417	3.4.24.-	COG4783				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3012	K11175	2.1.2.2	COG0299				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.1.1.86					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2771	K10716						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2600	K06859	5.3.1.9	COG2140				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.4.2.43	COG1807				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2987	K03975	3.1.3.1	COG0586				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1471		6.2.1.13	COG1042				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2934		3.4.24.-	COG4783				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1866	K01950	6.3.5.1	COG0171				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1433		2.7.13.3	COG0642				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2873		2.3.1.51	COG2814				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1504		3.6.4.1	COG1196				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2511							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1543		1.2.7.8	COG4231				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K06131,K06131,K01005,K06131,K06131,K01005	2.7.8.-	COG1502				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0285	K15256	2.1.1.144	COG4106				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1313	K09150	3.6.3.25	COG2433				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0634	K07034		COG1584				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0087							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0243		3.6.3.-	COG0842				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0244			COG3640				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3226		5.99.1.2	COG0249				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2132	K01711	4.2.1.47	COG1089				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2221							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2222		2.4.-.-	COG0457				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0530							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0102		3.4.24.57	COG0533				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3029		2.1.1.-	COG0030				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1799	K01045,K01073,K00983,K08307,K05970,K01062,K05968,K05970,K01062	3.2.1.172	COG2755				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0992	K02492	4.2.99.18	COG3547				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0353		3.4.11.9	COG0006				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2005			COG4907				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0270							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0274,mhu:Mhun_0555,mhu:Mhun_0662,mhu:Mhun_1070,mhu:Mhun_2539,mhu:Mhun_3134			COG5421				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2604		3.6.3.25	COG2433				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0650							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0257							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0256							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01953,K01953	6.3.5.4	COG0367				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2450	K01897	4.1.2.9	COG0318				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2140	K02472	1.1.1.336	COG0677				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2411							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2414		2.7.1.24	COG0237				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2035							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0630	K00158	1.2.3.3	COG0028				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0657	K02867		COG0080				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.6.1.-	COG1162				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2043		2.7.10.-	COG0683				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1350		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2058							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2059							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1229							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1786	K01658	4.1.3.27	COG0512				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1787	K00766	2.4.2.18	COG0547				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2741		2.7.13.3	COG2202				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2890	K07721		COG1777				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1560	K06871	1.3.99.22	COG0641				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2814		2.1.1.-	COG2226				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0610		1.18.6.1	COG2710				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0223	K00600	2.1.2.1	COG0112				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1456	K01755	4.3.2.1	COG0165				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1828							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3362	K00528	4.2.1.2	COG0543				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K07079,K07079	1.1.1.274	COG1453				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			1.5.1.2	COG0345				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1301		4.2.2.6	COG0823				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0869							
Methanothrix	Methanothrix thermoacetophila	2222.0	2224.0	mtp:Mthe_1039			COG5421				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0983	K02492	4.2.99.18	COG3547				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0885		2.7.13.3	COG2202				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2165							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0633							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			4.1.1.31	COG1892				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0648	K08651	3.4.21.-	COG1404				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2882	K10747	6.5.1.1	COG1793				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0157							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0159		2.7.13.3	COG2204				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0398		5.4.1.2	COG1598				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0399							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1359	K01186,K01376,K01729	3.4.21.-	COG3420				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0852			COG1848				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			1.1.1.205	COG1378				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0735		3.5.1.28	COG1305				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1117	K01094,K01362	2.7.1.107	COG0671				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0593							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1309							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1734	K00203	1.2.99.5	COG1153				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2075		5.3.4.1	COG1470				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3046			COG0277				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG4906				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2712	K26937	1.13.12.16	COG0534				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2355	K15865	2.8.4.5	COG0621				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1139							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3484	K03654	3.6.4.12	COG0514				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2919		5.6.2.2	COG1389				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0481	K02013	3.6.3.34	COG1120				
